,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
6943,Dodge,Monaco,1992,0,150,6,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,24,16,1851,2000
7168,Dodge,Neon,2003,0,132,4,MANUAL,front wheel drive,4,No category,Compact,Sedan,32,25,1851,13030
7175,Dodge,Neon,2004,0,132,4,MANUAL,front wheel drive,4,No category,Compact,Sedan,32,25,1851,13490
7178,Dodge,Neon,2005,0,132,4,MANUAL,front wheel drive,4,No category,Compact,Sedan,32,25,1851,13800
7171,Dodge,Neon,2004,0,132,4,AUTOMATIC,front wheel drive,4,No category,Compact,Sedan,29,22,1851,14315
7169,Dodge,Neon,2003,0,150,4,MANUAL,front wheel drive,4,No category,Compact,Sedan,32,25,1851,17085
7172,Dodge,Neon,2004,0,150,4,MANUAL,front wheel drive,4,No category,Compact,Sedan,32,25,1851,17640
7167,Dodge,Neon,2003,0,215,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Sedan,27,19,1851,19450
7174,Dodge,Neon,2004,0,225,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Sedan,28,19,1851,20450
7179,Dodge,Neon,2005,0,220,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Sedan,28,19,1851,20700
7243,Dodge,Nitro,2010,0,210,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,4dr SUV,22,16,1851,21590
7253,Dodge,Nitro,2011,0,210,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,4dr SUV,22,16,1851,21590
7237,Dodge,Nitro,2009,0,210,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,4dr SUV,22,16,1851,22240
7239,Dodge,Nitro,2010,0,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851,23250
7258,Dodge,Nitro,2011,0,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851,23340
7238,Dodge,Nitro,2009,0,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851,23900
7240,Dodge,Nitro,2010,0,260,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,21,16,1851,25750
7254,Dodge,Nitro,2011,0,260,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,21,16,1851,26245
7244,Dodge,Nitro,2010,0,260,6,AUTOMATIC,four wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,20,16,1851,27410
7251,Dodge,Nitro,2011,0,260,6,AUTOMATIC,four wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,21,16,1851,27995
7308,Dodge,Omni,1990,0,93,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,31,22,1851,2000
8042,Dodge,RAM 150,1991,0,125,6,UNKNOWN,rear wheel drive,2,No category,Large,Regular Cab Pickup,17,12,1851,2000
8044,Dodge,RAM 150,1991,0,170,8,MANUAL,four wheel drive,2,No category,Large,Extended Cab Pickup,13,10,1851,2000
8045,Dodge,RAM 150,1991,0,170,8,MANUAL,rear wheel drive,2,No category,Large,Extended Cab Pickup,14,11,1851,2000
8054,Dodge,RAM 150,1992,0,180,6,MANUAL,four wheel drive,2,No category,Large,Regular Cab Pickup,16,11,1851,2000
8055,Dodge,RAM 150,1992,0,230,8,MANUAL,four wheel drive,2,No category,Large,Extended Cab Pickup,15,12,1851,2000
8056,Dodge,RAM 150,1992,0,180,6,MANUAL,rear wheel drive,2,No category,Large,Regular Cab Pickup,17,14,1851,2000
8058,Dodge,RAM 150,1992,0,230,8,MANUAL,rear wheel drive,2,No category,Large,Extended Cab Pickup,16,11,1851,2000
8068,Dodge,RAM 150,1993,0,180,6,MANUAL,four wheel drive,2,No category,Large,Regular Cab Pickup,16,11,1851,2000
8071,Dodge,RAM 150,1993,0,230,8,MANUAL,rear wheel drive,2,No category,Large,Extended Cab Pickup,16,12,1851,2000
8072,Dodge,RAM 150,1993,0,180,6,MANUAL,rear wheel drive,2,No category,Large,Regular Cab Pickup,17,14,1851,2000
8077,Dodge,RAM 150,1993,0,230,8,MANUAL,four wheel drive,2,No category,Large,Extended Cab Pickup,15,12,1851,2008
8082,Dodge,RAM 250,1991,0,170,8,MANUAL,four wheel drive,2,No category,Large,Regular Cab Pickup,13,10,1851,2000
8083,Dodge,RAM 250,1991,0,170,8,MANUAL,rear wheel drive,2,No category,Large,Extended Cab Pickup,13,11,1851,2000
8085,Dodge,RAM 250,1991,0,170,8,MANUAL,four wheel drive,2,No category,Large,Extended Cab Pickup,13,10,1851,2000
8088,Dodge,RAM 250,1991,0,125,8,MANUAL,rear wheel drive,2,No category,Large,Regular Cab Pickup,13,11,1851,2000
8092,Dodge,RAM 250,1992,0,230,8,MANUAL,rear wheel drive,2,No category,Large,Extended Cab Pickup,16,11,1851,2000
8093,Dodge,RAM 250,1992,0,230,8,MANUAL,four wheel drive,2,No category,Large,Regular Cab Pickup,15,12,1851,2000
8095,Dodge,RAM 250,1992,0,230,8,MANUAL,four wheel drive,2,No category,Large,Extended Cab Pickup,15,12,1851,2000
8097,Dodge,RAM 250,1992,0,180,6,MANUAL,rear wheel drive,2,No category,Large,Regular Cab Pickup,17,13,1851,2000
8102,Dodge,RAM 250,1993,0,180,6,MANUAL,rear wheel drive,2,No category,Large,Regular Cab Pickup,16,11,1851,2000
8105,Dodge,RAM 250,1993,0,230,8,MANUAL,rear wheel drive,2,No category,Large,Extended Cab Pickup,16,12,1851,2000
8104,Dodge,RAM 250,1993,0,230,8,MANUAL,four wheel drive,2,No category,Large,Regular Cab Pickup,15,12,1851,2046
8100,Dodge,RAM 250,1993,0,230,8,MANUAL,four wheel drive,2,No category,Large,Extended Cab Pickup,15,12,1851,2073
8107,Dodge,Ram 50 Pickup,1991,0,116,4,MANUAL,rear wheel drive,2,No category,Compact,Extended Cab Pickup,22,17,1851,2000
8108,Dodge,Ram 50 Pickup,1991,0,143,6,MANUAL,four wheel drive,2,No category,Compact,Extended Cab Pickup,20,15,1851,2000
8109,Dodge,Ram 50 Pickup,1991,0,143,6,MANUAL,four wheel drive,2,No category,Compact,Regular Cab Pickup,20,15,1851,2000
8110,Dodge,Ram 50 Pickup,1991,0,116,4,MANUAL,rear wheel drive,2,No category,Compact,Regular Cab Pickup,22,17,1851,2000
8115,Dodge,Ram 50 Pickup,1991,0,116,4,MANUAL,four wheel drive,2,No category,Compact,Regular Cab Pickup,20,17,1851,2000
8117,Dodge,Ram 50 Pickup,1992,0,116,4,MANUAL,four wheel drive,2,No category,Compact,Regular Cab Pickup,20,17,1851,2000
8118,Dodge,Ram 50 Pickup,1992,0,116,4,MANUAL,rear wheel drive,2,No category,Compact,Regular Cab Pickup,22,17,1851,2000
8121,Dodge,Ram 50 Pickup,1992,0,115,4,MANUAL,rear wheel drive,2,No category,Compact,Regular Cab Pickup,22,17,1851,2000
8122,Dodge,Ram 50 Pickup,1993,0,116,4,MANUAL,rear wheel drive,2,No category,Compact,Regular Cab Pickup,22,17,1851,2000
8125,Dodge,Ram 50 Pickup,1993,0,116,4,MANUAL,four wheel drive,2,No category,Compact,Regular Cab Pickup,20,17,1851,2000
8128,Dodge,Ram Cargo,2001,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Compact,Cargo Van,15,13,1851,18695
8127,Dodge,Ram Cargo,2001,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Midsize,Cargo Van,15,13,1851,18740
8133,Dodge,Ram Cargo,2002,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Compact,Cargo Van,15,13,1851,19275
8135,Dodge,Ram Cargo,2002,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Midsize,Cargo Van,15,13,1851,19320
8137,Dodge,Ram Cargo,2003,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Compact,Cargo Van,15,13,1851,20035
8138,Dodge,Ram Cargo,2003,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Midsize,Cargo Van,15,13,1851,20080
8126,Dodge,Ram Cargo,2001,0,225,8,AUTOMATIC,rear wheel drive,3,No category,Midsize,Cargo Van,17,12,1851,20240
8134,Dodge,Ram Cargo,2002,0,225,8,AUTOMATIC,rear wheel drive,3,No category,Midsize,Cargo Van,14,12,1851,20820
8130,Dodge,Ram Cargo,2001,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Large,Cargo Van,15,13,1851,20850
8132,Dodge,Ram Cargo,2002,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Large,Cargo Van,15,13,1851,21430
8140,Dodge,Ram Cargo,2003,0,225,8,AUTOMATIC,rear wheel drive,3,No category,Midsize,Cargo Van,15,13,1851,21580
8136,Dodge,Ram Cargo,2003,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Large,Cargo Van,15,13,1851,22190
8129,Dodge,Ram Cargo,2001,0,225,8,AUTOMATIC,rear wheel drive,3,No category,Large,Cargo Van,17,12,1851,22305
8131,Dodge,Ram Cargo,2002,0,225,8,AUTOMATIC,rear wheel drive,3,No category,Large,Cargo Van,14,12,1851,22885
8139,Dodge,Ram Cargo,2003,0,225,8,AUTOMATIC,rear wheel drive,3,No category,Large,Cargo Van,15,13,1851,23645
8190,Dodge,Ram Pickup 1500,2010,0,215,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,20,14,1851,20610
8178,Dodge,Ram Pickup 1500,2009,0,210,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,20,14,1851,21520
8141,Dodge,Ram Pickup 1500,2008,0,215,6,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,19,16,1851,22150
8186,Dodge,Ram Pickup 1500,2010,0,215,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,20,14,1851,24665
8188,Dodge,Ram Pickup 1500,2010,1,310,8,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,19,14,1851,24855
8184,Dodge,Ram Pickup 1500,2010,1,310,8,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,18,13,1851,25065
8148,Dodge,Ram Pickup 1500,2008,0,310,8,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,17,13,1851,25435
8169,Dodge,Ram Pickup 1500,2009,0,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,20,14,1851,25575
8180,Dodge,Ram Pickup 1500,2009,1,310,8,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,19,14,1851,25715
8179,Dodge,Ram Pickup 1500,2009,1,310,8,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,18,13,1851,25975
8151,Dodge,Ram Pickup 1500,2008,0,215,6,MANUAL,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,19,16,1851,26320
8146,Dodge,Ram Pickup 1500,2008,0,310,8,MANUAL,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,16,12,1851,26705
8191,Dodge,Ram Pickup 1500,2010,1,310,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,19,14,1851,28510
8144,Dodge,Ram Pickup 1500,2008,1,310,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,18,13,1851,28755
8202,Dodge,Ram Pickup 1500,2010,1,310,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,18,13,1851,29075
8171,Dodge,Ram Pickup 1500,2009,1,310,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,19,14,1851,29530
8168,Dodge,Ram Pickup 1500,2009,1,310,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,18,13,1851,29985
8150,Dodge,Ram Pickup 1500,2008,0,310,8,MANUAL,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,16,12,1851,30655
8147,Dodge,Ram Pickup 1500,2008,0,310,8,MANUAL,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,17,13,1851,30775
8154,Dodge,Ram Pickup 1500,2008,1,310,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,17,13,1851,32155
8152,Dodge,Ram Pickup 1500,2008,0,345,8,AUTOMATIC,rear wheel drive,4,No category,Large,Crew Cab Pickup,19,13,1851,33730
8193,Dodge,Ram Pickup 1500,2010,0,390,8,AUTOMATIC,rear wheel drive,4,No category,Large,Crew Cab Pickup,20,14,1851,36880
8157,Dodge,Ram Pickup 1500,2008,0,345,8,AUTOMATIC,four wheel drive,4,No category,Large,Crew Cab Pickup,17,13,1851,36980
8165,Dodge,Ram Pickup 1500,2009,0,390,8,AUTOMATIC,rear wheel drive,4,No category,Large,Crew Cab Pickup,20,14,1851,38120
8197,Dodge,Ram Pickup 1500,2010,0,390,8,AUTOMATIC,four wheel drive,4,No category,Large,Crew Cab Pickup,18,13,1851,40495
8182,Dodge,Ram Pickup 1500,2009,0,390,8,AUTOMATIC,four wheel drive,4,No category,Large,Crew Cab Pickup,18,13,1851,41340
8206,Dodge,Ram Van,1998,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Compact,Cargo Van,16,13,1851,2000
8204,Dodge,Ram Van,1998,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Midsize,Cargo Van,16,13,1851,2034
8209,Dodge,Ram Van,1999,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Compact,Cargo Van,16,14,1851,2041
8214,Dodge,Ram Van,2000,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Compact,Cargo Van,16,13,1851,2087
8208,Dodge,Ram Van,1999,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Midsize,Cargo Van,16,14,1851,2118
8210,Dodge,Ram Van,2000,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Midsize,Cargo Van,16,13,1851,2237
8205,Dodge,Ram Van,1998,0,230,8,AUTOMATIC,rear wheel drive,3,No category,Midsize,Cargo Van,17,12,1851,2239
8203,Dodge,Ram Van,1998,0,230,8,AUTOMATIC,rear wheel drive,3,No category,Large,Cargo Van,17,12,1851,2245
8207,Dodge,Ram Van,1999,0,230,8,AUTOMATIC,rear wheel drive,3,No category,Large,Cargo Van,18,12,1851,2316
8212,Dodge,Ram Van,2000,0,225,8,AUTOMATIC,rear wheel drive,3,No category,Midsize,Cargo Van,17,12,1851,2320
8211,Dodge,Ram Van,2000,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Large,Cargo Van,16,13,1851,2348
8213,Dodge,Ram Van,2000,0,225,8,AUTOMATIC,rear wheel drive,3,No category,Large,Cargo Van,17,12,1851,2422
8215,Dodge,Ram Wagon,2000,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Compact,Passenger Van,15,13,1851,2326
8216,Dodge,Ram Wagon,2000,0,225,8,AUTOMATIC,rear wheel drive,3,No category,Midsize,Passenger Van,14,11,1851,2332
8218,Dodge,Ram Wagon,2001,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Compact,Passenger Van,15,12,1851,21345
8219,Dodge,Ram Wagon,2002,0,175,6,AUTOMATIC,rear wheel drive,3,No category,Compact,Passenger Van,15,13,1851,21345
8217,Dodge,Ram Wagon,2001,0,225,8,AUTOMATIC,rear wheel drive,3,No category,Midsize,Passenger Van,15,11,1851,23360
8220,Dodge,Ramcharger,1991,0,170,8,MANUAL,four wheel drive,2,No category,Midsize,2dr SUV,13,10,1851,2000
8221,Dodge,Ramcharger,1991,0,170,8,AUTOMATIC,rear wheel drive,2,No category,Midsize,2dr SUV,12,11,1851,2000
8226,Dodge,Ramcharger,1992,0,230,8,MANUAL,four wheel drive,2,No category,Midsize,2dr SUV,14,11,1851,2000
8227,Dodge,Ramcharger,1992,0,230,8,AUTOMATIC,rear wheel drive,2,No category,Midsize,2dr SUV,15,11,1851,2000
8234,Dodge,Ramcharger,1993,0,230,8,AUTOMATIC,four wheel drive,2,No category,Midsize,2dr SUV,15,11,1851,2000
8235,Dodge,Ramcharger,1993,0,230,8,AUTOMATIC,rear wheel drive,2,No category,Midsize,2dr SUV,16,11,1851,2000
9146,Dodge,Shadow,1992,0,93,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,23,1851,2000
9147,Dodge,Shadow,1992,0,100,4,MANUAL,front wheel drive,2,No category,Compact,Convertible,29,20,1851,2000
9148,Dodge,Shadow,1992,0,152,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,24,18,1851,2000
9150,Dodge,Shadow,1992,0,93,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,29,23,1851,2000
9151,Dodge,Shadow,1992,0,152,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,24,18,1851,2000
9153,Dodge,Shadow,1992,0,100,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,29,20,1851,2000
9154,Dodge,Shadow,1992,0,152,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,24,18,1851,2000
9157,Dodge,Shadow,1992,0,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,20,1851,2000
9158,Dodge,Shadow,1993,0,93,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,23,1851,2000
9159,Dodge,Shadow,1993,0,93,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,29,23,1851,2000
9160,Dodge,Shadow,1993,0,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,22,1851,2000
9161,Dodge,Shadow,1993,0,100,4,MANUAL,front wheel drive,2,No category,Compact,Convertible,29,22,1851,2000
9162,Dodge,Shadow,1993,0,100,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,29,22,1851,2000
9164,Dodge,Shadow,1994,0,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,27,21,1851,2000
9165,Dodge,Shadow,1994,0,93,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,23,1851,2000
9166,Dodge,Shadow,1994,0,93,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,30,23,1851,2000
9167,Dodge,Shadow,1994,0,100,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,27,21,1851,2000
9914,Dodge,Spirit,1993,0,101,4,MANUAL,front wheel drive,4,No category,Compact,Sedan,29,22,1851,2000
9915,Dodge,Spirit,1993,0,101,4,AUTOMATIC,front wheel drive,4,No category,Compact,Sedan,26,21,1851,2000
9916,Dodge,Spirit,1994,0,100,4,AUTOMATIC,front wheel drive,4,No category,Compact,Sedan,25,19,1851,2000
9917,Dodge,Spirit,1995,0,100,4,AUTOMATIC,front wheel drive,4,No category,Compact,Sedan,26,19,1851,2000
9959,Dodge,SRT Viper,2014,0,640,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,19,12,1851,84885
9956,Dodge,SRT Viper,2013,0,640,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,19,12,1851,97395
9997,Dodge,Stealth,1994,0,164,6,MANUAL,front wheel drive,2,No category,Compact,Coupe,22,17,1851,2000
10000,Dodge,Stealth,1995,0,164,6,MANUAL,front wheel drive,2,No category,Compact,Coupe,22,17,1851,2000
9996,Dodge,Stealth,1994,0,222,6,MANUAL,front wheel drive,2,Performance,Compact,Coupe,23,17,1851,2203
10002,Dodge,Stealth,1996,0,164,6,MANUAL,front wheel drive,2,No category,Compact,Coupe,22,17,1851,2231
9998,Dodge,Stealth,1995,0,222,6,MANUAL,front wheel drive,2,Performance,Compact,Coupe,23,17,1851,2575
9994,Dodge,Stealth,1994,0,320,6,MANUAL,all wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,22,16,1851,2823
10001,Dodge,Stealth,1996,0,222,6,MANUAL,front wheel drive,2,Performance,Compact,Coupe,23,17,1851,3044
9999,Dodge,Stealth,1995,0,320,6,MANUAL,all wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,22,16,1851,3219
10003,Dodge,Stealth,1996,0,320,6,MANUAL,all wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,22,16,1851,3732
10008,Dodge,Stratus,2004,0,200,6,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,26,19,1851,19690
10012,Dodge,Stratus,2004,0,147,4,MANUAL,front wheel drive,2,No category,Midsize,Coupe,29,21,1851,19850
10009,Dodge,Stratus,2004,0,150,4,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,27,20,1851,19970
10018,Dodge,Stratus,2005,0,147,4,MANUAL,front wheel drive,2,No category,Midsize,Coupe,29,21,1851,20135
10017,Dodge,Stratus,2005,0,150,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,26,19,1851,20255
10013,Dodge,Stratus,2004,0,142,4,AUTOMATIC,front wheel drive,2,No category,Midsize,Coupe,26,19,1851,20675
10010,Dodge,Stratus,2004,0,200,6,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,25,19,1851,20820
10020,Dodge,Stratus,2006,0,150,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,27,20,1851,20825
10005,Dodge,Stratus,2004,0,200,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,25,19,1851,21450
10014,Dodge,Stratus,2005,0,200,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,25,19,1851,21735
10011,Dodge,Stratus,2004,0,200,6,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,25,17,1851,22370
10006,Dodge,Stratus,2004,0,200,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,26,18,1851,22695
10016,Dodge,Stratus,2005,0,200,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,27,18,1851,22980
10007,Dodge,Stratus,2004,0,200,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,25,18,1851,23520
10019,Dodge,Stratus,2006,0,200,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,25,19,1851,23755
11382,Dodge,Viper,2015,0,645,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,12,1851,84995
11385,Dodge,Viper,2016,0,645,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,12,1851,87895
11390,Dodge,Viper,2017,0,645,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,19,12,1851,87895
295,Ferrari,360,2002,0,400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10,2774,140615
300,Ferrari,360,2003,0,400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10,2774,143860
304,Ferrari,360,2004,0,400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10,2774,147332
296,Ferrari,360,2002,0,400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10,2774,150694
299,Ferrari,360,2003,0,400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10,2774,154090
302,Ferrari,360,2004,0,400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10,2774,157767
294,Ferrari,360,2002,0,400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10,2774,160829
298,Ferrari,360,2003,0,400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10,2774,165986
305,Ferrari,360,2004,0,400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10,2774,169900
297,Ferrari,360,2002,0,400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10,2774,170829
301,Ferrari,360,2003,0,400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10,2774,176287
306,Ferrari,360,2004,0,400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10,2774,180408
303,Ferrari,360,2004,0,425,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,15,10,2774,187124
599,Ferrari,550,2001,0,485,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,12,8,2774,205840
598,Ferrari,550,2001,0,485,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,12,8,2774,248500
619,Ferrari,599,2009,0,611,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,310543
620,Ferrari,599,2010,0,611,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,310543
618,Ferrari,599,2009,0,611,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,320580
621,Ferrari,599,2011,0,611,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,320580
622,Ferrari,599,2011,0,661,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Midsize,Coupe,15,11,2774,410000
461,Ferrari,456M,2001,0,442,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,219775
460,Ferrari,456M,2001,0,442,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,9,2774,223970
463,Ferrari,456M,2002,0,442,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,224585
465,Ferrari,456M,2003,0,442,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,224585
462,Ferrari,456M,2002,0,442,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,9,2774,228625
464,Ferrari,456M,2003,0,442,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,9,2774,228625
467,Ferrari,458 Italia,2013,0,562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,233509
468,Ferrari,458 Italia,2014,0,562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,233509
471,Ferrari,458 Italia,2015,0,562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,239340
466,Ferrari,458 Italia,2013,0,562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,13,2774,257412
470,Ferrari,458 Italia,2014,0,562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,13,2774,257412
472,Ferrari,458 Italia,2015,0,562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,13,2774,263553
469,Ferrari,458 Italia,2014,0,597,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,288000
473,Ferrari,458 Italia,2015,0,597,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,291744
605,Ferrari,575M,2002,0,515,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,214670
